rows 100 benchmark complete after 2.503952021s
Step,Records Sent,Indexed PRSS,Sequential PRSS
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem34,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem35,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem36,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem37,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem38,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem39,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem4,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem5,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem6,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem7,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem8,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/match_key_shares/elem9,200,300,0
protocol/run-0/apply_sort_permutation/shuffle_inputs/shuffle3/trigger_value,200,300,0
protocol/run-0/compute_helper_bits/bit0,297,297,0
protocol/run-0/compute_helper_bits/bit1,297,297,0
protocol/run-0/compute_helper_bits/bit10,297,297,0
protocol/run-0/compute_helper_bits/bit11,297,297,0
protocol/run-0/compute_helper_bits/bit12,297,297,0
protocol/run-0/compute_helper_bits/bit13,297,297,0
protocol/run-0/compute_helper_bits/bit14,297,297,0
protocol/run-0/compute_helper_bits/bit15,297,297,0
protocol/run-0/compute_helper_bits/bit16,297,297,0
protocol/run-0/compute_helper_bits/bit17,297,297,0
protocol/run-0/compute_helper_bits/bit18,297,297,0
protocol/run-0/compute_helper_bits/bit19,297,297,0
protocol/run-0/compute_helper_bits/bit2,297,297,0
protocol/run-0/compute_helper_bits/bit20,297,297,0
protocol/run-0/compute_helper_bits/bit21,297,297,0
protocol/run-0/compute_helper_bits/bit22,297,297,0
protocol/run-0/compute_helper_bits/bit23,297,297,0
protocol/run-0/compute_helper_bits/bit24,297,297,0
protocol/run-0/compute_helper_bits/bit25,297,297,0
protocol/run-0/compute_helper_bits/bit26,297,297,0
protocol/run-0/compute_helper_bits/bit27,297,297,0
protocol/run-0/compute_helper_bits/bit28,297,297,0
protocol/run-0/compute_helper_bits/bit29,297,297,0
protocol/run-0/compute_helper_bits/bit3,297,297,0
protocol/run-0/compute_helper_bits/bit30,297,297,0
protocol/run-0/compute_helper_bits/bit31,297,297,0
protocol/run-0/compute_helper_bits/bit32,297,297,0
protocol/run-0/compute_helper_bits/bit33,297,297,0
protocol/run-0/compute_helper_bits/bit34,297,297,0
protocol/run-0/compute_helper_bits/bit35,297,297,0
protocol/run-0/compute_helper_bits/bit36,297,297,0
protocol/run-0/compute_helper_bits/bit37,297,297,0
protocol/run-0/compute_helper_bits/bit38,297,297,0
protocol/run-0/compute_helper_bits/bit4,297,297,0
protocol/run-0/compute_helper_bits/bit5,297,297,0
protocol/run-0/compute_helper_bits/bit6,297,297,0
protocol/run-0/compute_helper_bits/bit7,297,297,0
protocol/run-0/compute_helper_bits/bit8,297,297,0
protocol/run-0/compute_helper_bits/bit9,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit0,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit1,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit10,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit11,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit12,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit13,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit14,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit15,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit16,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit17,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit18,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit19,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit2,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit20,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit21,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit22,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit23,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit24,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit25,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit26,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit27,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit28,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit29,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit3,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit30,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit31,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit32,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit33,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit34,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit35,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit36,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit37,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit38,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit39,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit4,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit5,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit6,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit7,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit8,297,297,0
protocol/run-0/compute_helper_bits/xor_all_the_bits/bit9,297,297,0
protocol/run-0/gen_sort_permutation_from_match_keys/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/multi_apply_inv0/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort0/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/multi_apply_inv1/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort1/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/multi_apply_inv10/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort10/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/multi_apply_inv11/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort11/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/multi_apply_inv12/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/multi_apply_inv12/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/multi_apply_inv12/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort12/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/multi_apply_inv2/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort2/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/multi_apply_inv3/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort3/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/multi_apply_inv4/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort4/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/compose/unshuffle_rho/shuffle1,200,300,0
