rows 100 benchmark complete after 2.503952021s
Step,Records Sent,Indexed PRSS,Sequential PRSS
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/multi_apply_inv5/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort5/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/multi_apply_inv6/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort6/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/multi_apply_inv7/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort7/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/multi_apply_inv8/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort8/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/bit_permute,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/bit_permute/bit2,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/bit_permute/bit4,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/bit_permute/bit5,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/bit_permute/bit6,300,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/compose/unshuffle_rho/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/compose/unshuffle_rho/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/compose/unshuffle_rho/shuffle3,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle1/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle1/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle1/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle2/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle2/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle2/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle3/elem0,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle3/elem1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/multi_apply_inv9/shuffle_inputs/shuffle3/elem2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/shuffle_reveal_permutation/reveal_permutation,300,0,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/shuffle_reveal_permutation/shuffle_permutation/shuffle1,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/shuffle_reveal_permutation/shuffle_permutation/shuffle2,200,300,0
protocol/run-0/gen_sort_permutation_from_match_keys/sort_keys/sort9/shuffle_reveal_permutation/shuffle_permutation/shuffle3,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc0/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc0/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc1/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc1/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc2/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc2/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc3/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc3/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc4/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc4/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc5/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc5/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc6/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc6/xor2,200,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc7/xor1,100,300,0
protocol/run-0/mod_conv_breakdown_key/mc0/mc7/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc0/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc0/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc0/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc0/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc0/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc0/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc12/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc12/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc12/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc12/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc12/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc12/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc15/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc15/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc15/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc15/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc15/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc15/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc18/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc18/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc18/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc18/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc18/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc18/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc21/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc21/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc21/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc21/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc21/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc21/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc24/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc24/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc24/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc24/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc24/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc24/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc27/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc27/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc27/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc27/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc27/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc27/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc3/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc3/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc3/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc3/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc3/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc3/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc30/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc30/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc30/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc30/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc30/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc30/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc33/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc33/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc33/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc33/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc33/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc33/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc36/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc36/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc36/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc36/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc36/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc36/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc39/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc39/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc6/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc6/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc6/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc6/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc6/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc6/mc2/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc9/mc0/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc9/mc0/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc9/mc1/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc9/mc1/xor2,200,300,0
protocol/run-0/mod_conv_match_key/mc9/mc2/xor1,100,300,0
protocol/run-0/mod_conv_match_key/mc9/mc2/xor2,200,300,0
protocol/run-0/user_capping/NEWcompute_final_credits/if_current_exceeds_cap_or_else,297,297,0
protocol/run-0/user_capping/NEWcompute_final_credits/if_next_event_has_same_match_key_or_else,297,297,0
protocol/run-0/user_capping/NEWcompute_final_credits/if_next_exceeds_cap_or_else,297,297,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth0/current_stop_bit_times_successor_credit,297,297,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth0/current_stop_bit_times_successor_stop_bit,294,294,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth1/current_stop_bit_times_successor_credit,294,294,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth1/current_stop_bit_times_successor_stop_bit,288,288,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth2/current_stop_bit_times_successor_credit,288,288,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth2/current_stop_bit_times_successor_stop_bit,276,276,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth3/current_stop_bit_times_successor_credit,276,276,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth3/current_stop_bit_times_successor_stop_bit,252,252,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth4/current_stop_bit_times_successor_credit,252,252,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth4/current_stop_bit_times_successor_stop_bit,204,204,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth5/current_stop_bit_times_successor_credit,204,204,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth5/current_stop_bit_times_successor_stop_bit,108,108,0
protocol/run-0/user_capping/NEWcredit_prefix_sum/depth6/current_stop_bit_times_successor_credit,108,108,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit1,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit10,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit11,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit12,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit13,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit14,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit15,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit16,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit17,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit18,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit19,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit2,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit20,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit21,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit22,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit23,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit24,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit25,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit26,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit27,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit28,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit29,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit3,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit30,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit31,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit4,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit5,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit6,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit7,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit8,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_b_to_c/bit9,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit0,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit1,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit10,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit11,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit12,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit13,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit14,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit15,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit16,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit17,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit18,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit19,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit2,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit20,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit21,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit22,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit23,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit24,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit25,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit26,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit27,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit28,300,300,0
protocol/run-0/user_capping/NEWis_credit_larger_than_cap/bit_decompose_current_contribution/add_d_to_g/bit29,300,300,0
